model,n_early,seed,n_train,n_cal,n_test,n_params,train_time_s,test_cells,y_true,y_pred,MAE,RMSE,MAPE,MedianAE,Within_50,Within_100,Bias,fold
PINN_UQ,150,2,63,22,23,36359,1.68,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,637.37|560.26|354.67|488.39|505.57|245.35|586.26|499.50|314.00|564.33|491.44|140.06|177.40|591.25|530.28|607.44|224.87|447.47|366.70|393.80|548.84|539.85|341.01,128.4478,255.1642,21.1634,71.6029,0.3913,0.6522,-65.2563,1
PINN_UQ,150,0,66,22,20,36359,1.78,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,587.67|484.71|304.03|546.25|248.24|579.48|279.89|296.31|197.87|434.14|529.67|526.18|452.02|604.13|613.99|571.10|228.46|584.34|646.52|325.46,113.2501,150.1062,19.556,78.5061,0.35,0.65,-58.1778,2
PINN_UQ,150,1,66,22,20,36359,1.68,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,600.37|494.53|291.63|539.17|238.75|549.94|291.31|285.32|177.12|461.00|511.41|477.95|476.88|600.68|554.02|580.55|230.26|568.80|613.12|293.28,116.2818,155.9899,19.993,85.9646,0.35,0.65,-68.3957,2
PINN_UQ,150,2,66,22,20,36359,2.06,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,553.11|442.19|290.47|517.34|213.61|526.72|288.28|300.08|213.06|384.16|487.63|506.16|432.89|564.68|565.62|532.90|254.20|582.18|610.42|333.85,117.2788,166.8301,19.3373,60.7566,0.35,0.7,-80.2216,2
PINN_UQ,150,0,65,22,21,36359,2.31,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|673|1341|247|244|819|309|441|248|621|585|248|247|248|863|246|249|504|598|249,564.29|483.61|600.79|574.46|251.66|172.99|597.14|381.98|636.41|279.40|468.62|595.47|227.13|294.99|252.76|626.93|387.16|215.33|531.40|387.18|275.79,121.2448,204.1901,22.1021,71.0108,0.4762,0.619,-49.7866,3
PINN_UQ,150,1,65,22,21,36359,2.26,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|673|1341|247|244|819|309|441|248|621|585|248|247|248|863|246|249|504|598|249,555.61|466.21|587.32|559.14|236.59|176.27|586.18|381.56|635.20|275.91|458.34|597.20|300.80|302.70|273.34|639.90|360.76|230.46|532.58|354.85|295.65,126.8127,208.4554,23.3604,67.7299,0.381,0.619,-49.734,3
PINN_UQ,150,2,65,22,21,36359,1.71,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|673|1341|247|244|819|309|441|248|621|585|248|247|248|863|246|249|504|598|249,580.94|492.67|615.55|580.85|254.42|65.39|598.58|417.40|643.03|174.54|476.18|600.41|201.00|306.89|265.80|625.25|381.68|210.00|553.81|114.26|292.63,147.036,229.2231,29.3436,73.459,0.381,0.5238,-66.6542,3
PINN_UQ,150,0,66,22,20,36359,2.17,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|245|371|636|891|249|246|352|525|519,301.01|630.78|580.35|515.60|577.33|599.53|181.87|519.95|597.88|423.96|538.17|310.99|632.45|574.07|601.08|200.15|193.84|654.50|625.59|612.12,134.9119,171.4437,32.4617,83.7357,0.2,0.55,8.3601,4
PINN_UQ,150,1,66,22,20,36359,2.31,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|245|371|636|891|249|246|352|525|519,276.60|624.01|561.49|495.78|551.57|599.32|197.85|503.12|615.11|430.08|512.13|295.49|632.38|589.29|602.46|204.46|216.70|662.37|631.72|606.45,126.7333,167.6804,29.695,71.4676,0.4,0.55,5.2189,4
PINN_UQ,150,2,66,22,20,36359,1.5,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|245|371|636|891|249|246|352|525|519,309.05|619.51|570.94|507.25|546.92|562.64|217.78|521.02|574.39|495.02|503.42|301.07|617.60|590.17|599.15|226.65|203.42|629.83|538.53|607.15,129.313,171.603,30.125,64.4798,0.35,0.6,1.876,4
XGBoost,150,0,63,23,22,0,0.16,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,269.66|610.84|281.32|323.84|735.39|566.75|420.58|599.07|698.05|247.37|539.64|641.85|611.96|482.25|470.04|255.28|511.90|257.19|509.32|249.90|661.28|745.28,104.5047,137.5341,23.7247,85.8383,0.3636,0.5909,46.7159,0
XGBoost,150,1,63,23,22,0,0.15,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,269.66|610.84|281.32|323.84|735.39|566.75|420.58|599.07|698.05|247.37|539.64|641.85|611.96|482.25|470.04|255.28|511.90|257.19|509.32|249.90|661.28|745.28,104.5047,137.5341,23.7247,85.8383,0.3636,0.5909,46.7159,0
XGBoost,150,2,63,23,22,0,0.15,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,269.66|610.84|281.32|323.84|735.39|566.75|420.58|599.07|698.05|247.37|539.64|641.85|611.96|482.25|470.04|255.28|511.90|257.19|509.32|249.90|661.28|745.28,104.5047,137.5341,23.7247,85.8383,0.3636,0.5909,46.7159,0
XGBoost,150,0,63,22,23,0,0.15,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,804.73|681.89|254.43|319.29|547.18|248.23|534.97|794.50|245.24|369.72|314.91|258.87|247.65|502.50|505.07|579.34|248.32|329.99|389.24|420.95|506.72|626.26|244.76,141.4002,263.7892,21.5016,114.7576,0.4348,0.4783,-73.1403,1
XGBoost,150,1,63,22,23,0,0.15,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,804.73|681.89|254.43|319.29|547.18|248.23|534.97|794.50|245.24|369.72|314.91|258.87|247.65|502.50|505.07|579.34|248.32|329.99|389.24|420.95|506.72|626.26|244.76,141.4002,263.7892,21.5016,114.7576,0.4348,0.4783,-73.1403,1
XGBoost,150,2,63,22,23,0,0.15,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,804.73|681.89|254.43|319.29|547.18|248.23|534.97|794.50|245.24|369.72|314.91|258.87|247.65|502.50|505.07|579.34|248.32|329.99|389.24|420.95|506.72|626.26|244.76,141.4002,263.7892,21.5016,114.7576,0.4348,0.4783,-73.1403,1
XGBoost,150,0,66,22,20,0,0.16,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,641.39|533.26|245.74|731.57|239.90|881.12|483.45|251.94|247.80|546.16|662.79|531.13|464.29|761.75|268.52|857.51|239.71|272.07|510.67|260.00,109.4266,154.7534,20.1391,69.0665,0.45,0.6,-28.6625,2
XGBoost,150,1,66,22,20,0,0.16,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,641.39|533.26|245.74|731.57|239.90|881.12|483.45|251.94|247.80|546.16|662.79|531.13|464.29|761.75|268.52|857.51|239.71|272.07|510.67|260.00,109.4266,154.7534,20.1391,69.0665,0.45,0.6,-28.6625,2
XGBoost,150,2,66,22,20,0,0.16,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,641.39|533.26|245.74|731.57|239.90|881.12|483.45|251.94|247.80|546.16|662.79|531.13|464.29|761.75|268.52|857.51|239.71|272.07|510.67|260.00,109.4266,154.7534,20.1391,69.0665,0.45,0.6,-28.6625,2
XGBoost,150,0,65,22,21,0,0.17,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|673|1341|247|244|819|309|441|248|621|585|248|247|248|863|246|249|504|598|249,545.66|684.66|569.59|413.94|295.72|250.61|1255.80|488.98|1370.74|312.10|1147.95|1277.26|387.87|251.51|248.97|363.16|458.18|248.72|538.39|512.15|266.85,250.9861,384.787,46.3313,139.8695,0.3333,0.4286,97.039,3
XGBoost,150,1,65,22,21,0,0.17,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|673|1341|247|244|819|309|441|248|621|585|248|247|248|863|246|249|504|598|249,545.66|684.66|569.59|413.94|295.72|250.61|1255.80|488.98|1370.74|312.10|1147.95|1277.26|387.87|251.51|248.97|363.16|458.18|248.72|538.39|512.15|266.85,250.9861,384.787,46.3313,139.8695,0.3333,0.4286,97.039,3
XGBoost,150,2,65,22,21,0,0.17,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|673|1341|247|244|819|309|441|248|621|585|248|247|248|863|246|249|504|598|249,545.66|684.66|569.59|413.94|295.72|250.61|1255.80|488.98|1370.74|312.10|1147.95|1277.26|387.87|251.51|248.97|363.16|458.18|248.72|538.39|512.15|266.85,250.9861,384.787,46.3313,139.8695,0.3333,0.4286,97.039,3
XGBoost,150,0,66,22,20,0,0.15,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|245|371|636|891|249|246|352|525|519,250.68|706.66|488.59|623.58|399.73|656.66|268.59|596.22|632.27|560.76|582.78|249.27|499.21|829.50|594.56|245.04|246.79|827.42|735.34|591.91,155.6926,207.4828,35.1468,129.1718,0.35,0.4,44.0786,4
XGBoost,150,1,66,22,20,0,0.19,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|245|371|636|891|249|246|352|525|519,250.68|706.66|488.59|623.58|399.73|656.66|268.59|596.22|632.27|560.76|582.78|249.27|499.21|829.50|594.56|245.04|246.79|827.42|735.34|591.91,155.6926,207.4828,35.1468,129.1718,0.35,0.4,44.0786,4
XGBoost,150,2,66,22,20,0,0.15,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|245|371|636|891|249|246|352|525|519,250.68|706.66|488.59|623.58|399.73|656.66|268.59|596.22|632.27|560.76|582.78|249.27|499.21|829.50|594.56|245.04|246.79|827.42|735.34|591.91,155.6926,207.4828,35.1468,129.1718,0.35,0.4,44.0786,4
RandomForest,150,0,63,23,22,0,0.49,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,278.27|466.47|352.24|315.91|718.22|608.48|314.69|634.34|629.46|265.07|536.08|641.98|655.87|348.02|615.29|289.85|566.72|306.87|538.35|279.69|640.02|822.25,110.0799,133.8668,27.7704,100.603,0.2273,0.5,52.8704,0
RandomForest,150,1,63,23,22,0,0.49,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,278.27|466.47|352.24|315.91|718.22|608.48|314.69|634.34|629.46|265.07|536.08|641.98|655.87|348.02|615.29|289.85|566.72|306.87|538.35|279.69|640.02|822.25,110.0799,133.8668,27.7704,100.603,0.2273,0.5,52.8704,0
RandomForest,150,2,63,23,22,0,0.5,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,278.27|466.47|352.24|315.91|718.22|608.48|314.69|634.34|629.46|265.07|536.08|641.98|655.87|348.02|615.29|289.85|566.72|306.87|538.35|279.69|640.02|822.25,110.0799,133.8668,27.7704,100.603,0.2273,0.5,52.8704,0
RandomForest,150,0,63,22,23,0,0.49,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,622.32|620.24|289.20|520.67|550.85|293.57|567.75|580.26|387.21|624.46|536.15|253.76|279.02|471.15|522.10|673.85|250.53|534.61|393.46|426.72|491.70|619.69|368.79,117.8285,237.1691,18.6912,48.5663,0.5652,0.6522,-33.8672,1
RandomForest,150,1,63,22,23,0,0.49,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,622.32|620.24|289.20|520.67|550.85|293.57|567.75|580.26|387.21|624.46|536.15|253.76|279.02|471.15|522.10|673.85|250.53|534.61|393.46|426.72|491.70|619.69|368.79,117.8285,237.1691,18.6912,48.5663,0.5652,0.6522,-33.8672,1
RandomForest,150,2,63,22,23,0,0.48,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,622.32|620.24|289.20|520.67|550.85|293.57|567.75|580.26|387.21|624.46|536.15|253.76|279.02|471.15|522.10|673.85|250.53|534.61|393.46|426.72|491.70|619.69|368.79,117.8285,237.1691,18.6912,48.5663,0.5652,0.6522,-33.8672,1
RandomForest,150,0,66,22,20,0,0.49,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,641.99|477.52|247.02|660.62|247.47|796.60|357.59|255.17|262.42|508.29|546.64|565.30|501.21|672.40|450.62|750.50|248.49|351.02|585.24|275.72,97.2901,131.6567,16.4544,91.3015,0.4,0.55,-40.1086,2
RandomForest,150,1,66,22,20,0,0.49,SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch1_c005|SEV_batch1_c020,498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|906|421,641.99|477.52|247.02|660.62|247.47|796.60|357.59|255.17|262.42|508.29|546.64|565.30|501.21|672.40|450.62|750.50|248.49|351.02|585.24|275.72,97.2901,131.6567,16.4544,91.3015,0.4,0.55,-40.1086,2
